"5. Ehdokkaiden saamat äänimäärät suuruusjärjestyksessä sekä vertausluku"

"Ehdokas";"Äänimäärä";"Vertausluku";"Valintatieto"
"Salenius Marita / PS / Keski-Suomen vaalipiiri";228;2081.571;3
"Visakorpi Marika / KD / Keski-Suomen vaalipiiri";2906;6656.000;3
"Maanselkä Asmo / KD / Keski-Suomen vaalipiiri";657;3328.000;3
"Wilkman Tuomas / KD / Keski-Suomen vaalipiiri";534;2218.667;3
"Haapala Onni / KD / Keski-Suomen vaalipiiri";464;1664.000;3
"Puolimatka Mia / KD / Keski-Suomen vaalipiiri";376;1331.200;3
"Korhonen Aira / KD / Keski-Suomen vaalipiiri";352;1109.333;3
"Kytöjoki Kyösti / KD / Keski-Suomen vaalipiiri";298;950.857;3
"Sipilä Rami / KD / Keski-Suomen vaalipiiri";269;832.000;3
"Koskela Eero Juhani / KD / Keski-Suomen vaalipiiri";168;739.556;3
"Lahti Kari / KD / Keski-Suomen vaalipiiri";162;665.600;3
"Hölttä Arto / KD / Keski-Suomen vaalipiiri";156;605.091;3
"Kauppinen Roosa-Maria / KD / Keski-Suomen vaalipiiri";115;554.667;3
"Merihonka Jan-Henrik / KD / Keski-Suomen vaalipiiri";108;512.000;3
"Kemiläinen Lari / KD / Keski-Suomen vaalipiiri";91;475.429;3
"Wallinheimo Sinuhe / KOK / Keski-Suomen vaalipiiri";5483;19776.000;1
"Palola Mikael / KOK / Keski-Suomen vaalipiiri";4035;9888.000;2
"Manninen Annamaija / KOK / Keski-Suomen vaalipiiri";3505;6592.000;3
"Suonperä Juha / KOK / Keski-Suomen vaalipiiri";1237;4944.000;3
"Ahola Lotta / KOK / Keski-Suomen vaalipiiri";986;3955.200;3
"Forsberg Caius / KOK / Keski-Suomen vaalipiiri";865;3296.000;3
"Holm Pauliina / KOK / Keski-Suomen vaalipiiri";703;2825.143;3
"Pakka Marjo / KOK / Keski-Suomen vaalipiiri";572;2472.000;3
"Weijo Ahti / KOK / Keski-Suomen vaalipiiri";517;2197.333;3
"Heikkinen Maarit / KOK / Keski-Suomen vaalipiiri";513;1977.600;3
"Timperi Kati-Erika / KOK / Keski-Suomen vaalipiiri";465;1797.818;3
"Pii-Keinonen Sirpa / KOK / Keski-Suomen vaalipiiri";362;1648.000;3
"Kankimäki Heikki / KOK / Keski-Suomen vaalipiiri";301;1521.231;3
"Lahtinen Juuso / KOK / Keski-Suomen vaalipiiri";232;1412.571;3
"Kalmari Anne / KESK / Keski-Suomen vaalipiiri";10216;40729.000;1
"Pekkarinen Mauri / KESK / Keski-Suomen vaalipiiri";9170;20364.500;1
"Paloniemi Aila / KESK / Keski-Suomen vaalipiiri";3861;13576.333;1
"Honkonen Petri / KESK / Keski-Suomen vaalipiiri";2978;10182.250;1
"Neittaanmäki Petri / KESK / Keski-Suomen vaalipiiri";2380;8145.800;2
"Könttä Joonas / KESK / Keski-Suomen vaalipiiri";2185;6788.167;3
"Lehtomäki Pertti / KESK / Keski-Suomen vaalipiiri";1874;5818.429;3
"Oinonen Lauri / KESK / Keski-Suomen vaalipiiri";1845;5091.125;3
"Kemppainen Ilkka / KESK / Keski-Suomen vaalipiiri";1488;4525.444;3
"Ikkelä-Koski Tuulia / KESK / Keski-Suomen vaalipiiri";1216;4072.900;3
"Similä Matti / KESK / Keski-Suomen vaalipiiri";1203;3702.636;3
"Hovila Sari / KESK / Keski-Suomen vaalipiiri";1000;3394.083;3
"Mattila Samuli / KESK / Keski-Suomen vaalipiiri";683;3133.000;3
"Koskinen Satu / KESK / Keski-Suomen vaalipiiri";630;2909.214;3
"Tiainen Eila / VAS / Keski-Suomen vaalipiiri";3488;10145.000;3
"Kautto Juho / VAS / Keski-Suomen vaalipiiri";2368;5072.500;3
"Huttunen Marjukka / VAS / Keski-Suomen vaalipiiri";946;3381.667;3
"Heikola Matias / VAS / Keski-Suomen vaalipiiri";582;2536.250;3
"Harlamow Ari / VAS / Keski-Suomen vaalipiiri";503;2029.000;3
"Abbey Paul / VAS / Keski-Suomen vaalipiiri";439;1690.833;3
"Koistinen Susanna / VAS / Keski-Suomen vaalipiiri";368;1449.286;3
"Räisänen Janne / VAS / Keski-Suomen vaalipiiri";344;1268.125;3
"Makkonen Marja Leena / VAS / Keski-Suomen vaalipiiri";271;1127.222;3
"Volanen Matti Vesa / VAS / Keski-Suomen vaalipiiri";190;1014.500;3
"Järvinen Ahti / VAS / Keski-Suomen vaalipiiri";189;922.273;3
"Koskinen Tanja / VAS / Keski-Suomen vaalipiiri";175;845.417;3
"Minkkinen Katja / VAS / Keski-Suomen vaalipiiri";161;780.385;3
"Puhakka Henna / VAS / Keski-Suomen vaalipiiri";121;724.643;3
"Aalto Touko Juhani / VIHR / Keski-Suomen vaalipiiri";4326;13599.000;1
"Saxberg Margo Sakari / VIHR / Keski-Suomen vaalipiiri";2752;6799.500;2
"Sillanpää Elina / VIHR / Keski-Suomen vaalipiiri";1216;4533.000;3
"Lumela Meri Johanna / VIHR / Keski-Suomen vaalipiiri";914;3399.750;3
"Peltonen Kaisa Maria / VIHR / Keski-Suomen vaalipiiri";845;2719.800;3
"Mansikkamäki Laura Katariina / VIHR / Keski-Suomen vaalipiiri";737;2266.500;3
"Holmberg Nico Mikael / VIHR / Keski-Suomen vaalipiiri";625;1942.714;3
"Kuparinen Liisa Viivi Marjukka / VIHR / Keski-Suomen vaalipiiri";578;1699.875;3
"Tapiainen Tommi Petteri / VIHR / Keski-Suomen vaalipiiri";466;1511.000;3
"Kilpala Minna Kaarina / VIHR / Keski-Suomen vaalipiiri";376;1359.900;3
"Susiluoma Heikki Niilo / VIHR / Keski-Suomen vaalipiiri";252;1236.273;3
"Uuttana Tero Eero Antero / VIHR / Keski-Suomen vaalipiiri";223;1133.250;3
"Rusula Pauliina / VIHR / Keski-Suomen vaalipiiri";168;1046.077;3
"Vehkomäki Paula Inkeri / VIHR / Keski-Suomen vaalipiiri";121;971.357;3
"Tynjä Riitta / SKP / Keski-Suomen vaalipiiri";301;639.000;3
"López Sánchez Miguel / SKP / Keski-Suomen vaalipiiri";85;319.500;3
"Kaikkonen Riikka / SKP / Keski-Suomen vaalipiiri";55;213.000;3
"Markuksela Sami / SKP / Keski-Suomen vaalipiiri";47;159.750;3
"Suntioinen Timo / SKP / Keski-Suomen vaalipiiri";40;127.800;3
"Kivistö Anni / SKP / Keski-Suomen vaalipiiri";39;106.500;3
"Era Hanna / SKP / Keski-Suomen vaalipiiri";36;91.286;3
"Sillman Aino / SKP / Keski-Suomen vaalipiiri";21;79.875;3
"Männistö Mauri / SKP / Keski-Suomen vaalipiiri";15;71.000;3
"Wahrman Matti / STP / Keski-Suomen vaalipiiri";35;35.000;3
"Virtanen Pentti / KTP / Keski-Suomen vaalipiiri";31;31.000;3
"Merikivi Mikko / Muutos2011 / Keski-Suomen vaalipiiri";72;86.000;3
"Vainionpää Ville / Muutos2011 / Keski-Suomen vaalipiiri";14;43.000;3
"Vapa Mikko / IP / Keski-Suomen vaalipiiri";109;379.000;3
"Lehtonen Ritva / IP / Keski-Suomen vaalipiiri";87;189.500;3
"Lehtinen Tuomo / IP / Keski-Suomen vaalipiiri";60;126.333;3
"Tyynelä Sinikka / IP / Keski-Suomen vaalipiiri";60;94.750;3
"Valkonen Pekka / IP / Keski-Suomen vaalipiiri";39;75.800;3
"Koivistoinen Anja / IP / Keski-Suomen vaalipiiri";24;63.167;3
"Lampila Arto / Piraattip. / Keski-Suomen vaalipiiri";233;1264.000;3
"Hämynen Miika Sakari / Piraattip. / Keski-Suomen vaalipiiri";180;632.000;3
"Eskelinen Matti Aleksanteri / Piraattip. / Keski-Suomen vaalipiiri";169;421.333;3
"Brander Tommi Olavi / Piraattip. / Keski-Suomen vaalipiiri";166;316.000;3
"Purojärvi Jonna Maarit / Piraattip. / Keski-Suomen vaalipiiri";165;252.800;3
"Hirvimäki Petri / Piraattip. / Keski-Suomen vaalipiiri";140;210.667;3
"Hämäläinen Jyri / Piraattip. / Keski-Suomen vaalipiiri";129;180.571;3
"Rantakangas Eetu Matias / Piraattip. / Keski-Suomen vaalipiiri";82;158.000;3
"Poikolainen Tero / Muut / Keski-Suomen vaalipiiri";61;61.000;3
"Hintikka Risto / Muut / Keski-Suomen vaalipiiri";17;17.000;3
"Tuppurainen Tytti / SDP / Oulun vaalipiiri";7661;22433.000;1
"Piirainen Raimo / SDP / Oulun vaalipiiri";3224;11216.500;2
"Salmi Mikko / SDP / Oulun vaalipiiri";3004;7477.667;3
"Sirviö Pirjo / SDP / Oulun vaalipiiri";1121;5608.250;3
"Männikkö Jari / SDP / Oulun vaalipiiri";1031;4486.600;3
"Valtanen Pirkko / SDP / Oulun vaalipiiri";957;3738.833;3
"Kiljunen Ella / SDP / Oulun vaalipiiri";743;3204.714;3
"Alasalmi Asko / SDP / Oulun vaalipiiri";634;2804.125;3
"Mattila Marika / SDP / Oulun vaalipiiri";619;2492.556;3
"Halonen Sari / SDP / Oulun vaalipiiri";599;2243.300;3
"Iivonen Päivi / SDP / Oulun vaalipiiri";563;2039.364;3
"Tiainen Tanja / SDP / Oulun vaalipiiri";517;1869.417;3
"Hokkanen Inka / SDP / Oulun vaalipiiri";506;1725.615;3
"Kylén Henri / SDP / Oulun vaalipiiri";375;1602.357;3
"Taka-Eilola Tomi / SDP / Oulun vaalipiiri";315;1495.533;3
"Siekkinen Tapio / SDP / Oulun vaalipiiri";247;1402.063;3
"Heiskanen Miikka-Aukusti / SDP / Oulun vaalipiiri";211;1319.588;3
"Reinikainen Heikki / SDP / Oulun vaalipiiri";106;1246.278;3
"Mattila Pirkko / PS / Oulun vaalipiiri";6570;40429.000;1
"Immonen Olli / PS / Oulun vaalipiiri";4964;20214.500;1
"Vähämäki Ville / PS / Oulun vaalipiiri";3798;13476.333;1
"Kupsala Henna / PS / Oulun vaalipiiri";3598;10107.250;2
"Tykkyläinen Kari / PS / Oulun vaalipiiri";3328;8085.800;3
"Korhonen Ari / PS / Oulun vaalipiiri";2961;6738.167;3
"Simula Jenna / PS / Oulun vaalipiiri";2541;5775.571;3
"Liukkonen Juha / PS / Oulun vaalipiiri";2239;5053.625;3
"Kettunen Pentti / PS / Oulun vaalipiiri";1806;4492.111;3
"Aavakare Eila / PS / Oulun vaalipiiri";1729;4042.900;3
"Halunen Janne / PS / Oulun vaalipiiri";1627;3675.364;3
"Tynkkynen Sebastian / PS / Oulun vaalipiiri";1474;3369.083;3
"Snellman Anne / PS / Oulun vaalipiiri";922;3109.923;3
"Mikkola Lasse / PS / Oulun vaalipiiri";840;2887.786;3
"Moilanen Ahti / PS / Oulun vaalipiiri";673;2695.267;3
"Kokko Tero / PS / Oulun vaalipiiri";665;2526.813;3
"Viitala Matti / PS / Oulun vaalipiiri";353;2378.176;3
"Jämsä-Uusitalo Vaili / PS / Oulun vaalipiiri";341;2246.056;3
"Hynynen Evelyn / KD / Oulun vaalipiiri";884;2690.000;3
"Similä Kai / KD / Oulun vaalipiiri";434;1345.000;3
"Askeli Leena / KD / Oulun vaalipiiri";418;896.667;3
"Richter Juha / KD / Oulun vaalipiiri";378;672.500;3
"Nivukoski Hilkka / KD / Oulun vaalipiiri";173;538.000;3
"Harju Sointu / KD / Oulun vaalipiiri";110;448.333;3
"Mettovaara Pirkko / KD / Oulun vaalipiiri";106;384.286;3
"Vihanto Markku / KD / Oulun vaalipiiri";106;336.250;3
"Pyörälä Paavo / KD / Oulun vaalipiiri";81;298.889;3
"Talvitie Mari-Leena / KOK / Oulun vaalipiiri";4556;27089.000;1
"Suutari Eero / KOK / Oulun vaalipiiri";3303;13544.500;1
"Husso Jarmo J. / KOK / Oulun vaalipiiri";2905;9029.667;2
"Hänninen Juha / KOK / Oulun vaalipiiri";2320;6772.250;3
"Heikkinen Janne / KOK / Oulun vaalipiiri";2295;5417.800;3
"Ervasti Outi / KOK / Oulun vaalipiiri";2161;4514.833;3
"Pikkuaho Sami / KOK / Oulun vaalipiiri";1512;3869.857;3
"Kynkäänniemi Milla / KOK / Oulun vaalipiiri";1229;3386.125;3
"Suutari Tiina / KOK / Oulun vaalipiiri";1155;3009.889;3
"Kaismo Tomi / KOK / Oulun vaalipiiri";1038;2708.900;3
"Saari Hanna / KOK / Oulun vaalipiiri";907;2462.636;3
"Larikka Teija / KOK / Oulun vaalipiiri";691;2257.417;3
"Juntunen Hannu / KOK / Oulun vaalipiiri";646;2083.769;3
"Rajala Lyly / KOK / Oulun vaalipiiri";539;1934.929;3
"Mustonen Tuula / KOK / Oulun vaalipiiri";500;1805.933;3
"Penttinen Outi / KOK / Oulun vaalipiiri";464;1693.063;3
"Väänänen Leena / KOK / Oulun vaalipiiri";443;1593.471;3
"Männistö Asko / KOK / Oulun vaalipiiri";425;1504.944;3
"Sipilä Juha / KESK / Oulun vaalipiiri";30758;106581.000;1
"Tölli Tapani / KESK / Oulun vaalipiiri";9369;53290.500;1
"Rantakangas Antti / KESK / Oulun vaalipiiri";5960;35527.000;1
"Pylväs Juha / KESK / Oulun vaalipiiri";5861;26645.250;1
"Keränen Niilo / KESK / Oulun vaalipiiri";5696;21316.200;1
"Vehkaperä Mirja / KESK / Oulun vaalipiiri";5420;17763.500;1
"Jarva Marisanna / KESK / Oulun vaalipiiri";5347;15225.857;1
"Korhonen Timo / KESK / Oulun vaalipiiri";5180;13322.625;1
"Parviainen Ulla / KESK / Oulun vaalipiiri";4523;11842.333;1
"Nivala Eija / KESK / Oulun vaalipiiri";4476;10658.100;2
"Mattila Hanna-Leena / KESK / Oulun vaalipiiri";4389;9689.182;3
"Vuolteenaho Jarmo / KESK / Oulun vaalipiiri";4242;8881.750;3
"Kettunen Tuomas / KESK / Oulun vaalipiiri";3636;8198.538;3
"Moilanen Riikka / KESK / Oulun vaalipiiri";3383;7612.929;3
"Takkula Hannu / KESK / Oulun vaalipiiri";3078;7105.400;3
"Ojalehto Matias / KESK / Oulun vaalipiiri";2911;6661.313;3
"Parkkinen Eeva-Maria / KESK / Oulun vaalipiiri";1508;6269.471;3
"Leiviskä Matti / KESK / Oulun vaalipiiri";844;5921.167;3
"Sarkkinen Hanna / VAS / Oulun vaalipiiri";9582;29580.000;1
"Hänninen Katja / VAS / Oulun vaalipiiri";6007;14790.000;1
"Kalliorinne Risto / VAS / Oulun vaalipiiri";4791;9860.000;2
"Toivanen Pinja / VAS / Oulun vaalipiiri";1725;7395.000;3
"Matero Taina / VAS / Oulun vaalipiiri";1368;5916.000;3
"Kyllönen Sari / VAS / Oulun vaalipiiri";1191;4930.000;3
"Kortelainen Miikka / VAS / Oulun vaalipiiri";930;4225.714;3
"Paasimaa Veli / VAS / Oulun vaalipiiri";796;3697.500;3
"Stenius Sanna / VAS / Oulun vaalipiiri";440;3286.667;3
"Karjalainen Seppo / VAS / Oulun vaalipiiri";394;2958.000;3
"Heinonen Paavo J. / VAS / Oulun vaalipiiri";392;2689.091;3
"Kanniainen Jari-Pekka / VAS / Oulun vaalipiiri";353;2465.000;3
"Eilola-Jokivirta Markku / VAS / Oulun vaalipiiri";342;2275.385;3
"Sala Sannamari / VAS / Oulun vaalipiiri";331;2112.857;3
"Honkala Kari / VAS / Oulun vaalipiiri";329;1972.000;3
"Kailo Kaarina / VAS / Oulun vaalipiiri";274;1848.750;3
"Janatuinen Sari / VAS / Oulun vaalipiiri";243;1740.000;3
"Niskanen Auri / VAS / Oulun vaalipiiri";92;1643.333;3
"Fredriksson Tiina / RKP / Oulun vaalipiiri";304;1413.000;3
"Hoikkaniemi Marko / RKP / Oulun vaalipiiri";225;706.500;3
"Hirvelä Timo / RKP / Oulun vaalipiiri";138;471.000;3
"Nyman Tanja / RKP / Oulun vaalipiiri";90;353.250;3
"Brantberg Robert / RKP / Oulun vaalipiiri";79;282.600;3
"Rautakoski Esko / RKP / Oulun vaalipiiri";78;235.500;3
"Hällfors Pontus / RKP / Oulun vaalipiiri";74;201.857;3
"Kylmälä Jyrki / RKP / Oulun vaalipiiri";66;176.625;3
"Kurtén Kjell / RKP / Oulun vaalipiiri";63;157.000;3
"Klemets Rami / RKP / Oulun vaalipiiri";61;141.300;3
"Korhonen Maire I. / RKP / Oulun vaalipiiri";55;128.455;3
"Jouppila Annika / RKP / Oulun vaalipiiri";53;117.750;3
"Wentin Anders / RKP / Oulun vaalipiiri";37;108.692;3
"Mäkinen Mikko / RKP / Oulun vaalipiiri";36;100.929;3
"Kokkonen Ulla / RKP / Oulun vaalipiiri";34;94.200;3
"Yasav Ida-Kajsa / RKP / Oulun vaalipiiri";20;88.313;3
"Halmeenpää Hanna / VIHR / Oulun vaalipiiri";4860;15524.000;1
"Flöjt Mika / VIHR / Oulun vaalipiiri";2036;7762.000;2
"Pitko Jenni / VIHR / Oulun vaalipiiri";1910;5174.667;3
"Keränen Silja / VIHR / Oulun vaalipiiri";1289;3881.000;3
"Forsblom Samu / VIHR / Oulun vaalipiiri";1086;3104.800;3
"Kurvi Kati / VIHR / Oulun vaalipiiri";623;2587.333;3
"Hakkarainen Janne / VIHR / Oulun vaalipiiri";588;2217.714;3
"Kaarlejärvi Kati / VIHR / Oulun vaalipiiri";566;1940.500;3
"Sihvonen Maarit / VIHR / Oulun vaalipiiri";560;1724.889;3
"Lawson Hellu Latékoé / VIHR / Oulun vaalipiiri";432;1552.400;3
"Paaso Aila / VIHR / Oulun vaalipiiri";301;1411.273;3
"Aalto Esa / VIHR / Oulun vaalipiiri";299;1293.667;3
"Kisner Susanna / VIHR / Oulun vaalipiiri";281;1194.154;3
"Sarpola Arja / VIHR / Oulun vaalipiiri";253;1108.857;3
"Timonen Sirkka / VIHR / Oulun vaalipiiri";157;1034.933;3
"Lähde Marja / VIHR / Oulun vaalipiiri";119;970.250;3
"Kela Juhani / VIHR / Oulun vaalipiiri";99;913.176;3
"Krank Lea / VIHR / Oulun vaalipiiri";65;862.444;3
"Aalto Matti / SKP / Oulun vaalipiiri";104;396.000;3
"Juntunen Vilho / SKP / Oulun vaalipiiri";78;198.000;3
"Koirikivi Tuukka / SKP / Oulun vaalipiiri";60;132.000;3
"Kettunen Jonas / SKP / Oulun vaalipiiri";50;99.000;3
"Karttunen Kirsi / SKP / Oulun vaalipiiri";45;79.200;3
"Bespalov Juri / SKP / Oulun vaalipiiri";30;66.000;3
"Korkatti Ville / SKP / Oulun vaalipiiri";29;56.571;3
"Vartiainen Mikko / KTP / Oulun vaalipiiri";68;68.000;3
"Lokka Junes / Muutos2011 / Oulun vaalipiiri";271;797.000;3
"Vanninen Jari / Muutos2011 / Oulun vaalipiiri";162;398.500;3
"Rousu Pasi / Muutos2011 / Oulun vaalipiiri";98;265.667;3
"Väli-Klemelä Jari / Muutos2011 / Oulun vaalipiiri";81;199.250;3
"Saukko Rauno / Muutos2011 / Oulun vaalipiiri";76;159.400;3
"Nuorala Jukka / Muutos2011 / Oulun vaalipiiri";59;132.833;3
"Remes Aimo / Muutos2011 / Oulun vaalipiiri";50;113.857;3
"Impola Jaakko / IP / Oulun vaalipiiri";279;1038.000;3
"Hämäläinen Arto / IP / Oulun vaalipiiri";155;519.000;3
"Jukkola Heikki / IP / Oulun vaalipiiri";136;346.000;3
"Kivelä Marko / IP / Oulun vaalipiiri";99;259.500;3
"Lampela Tuukka / IP / Oulun vaalipiiri";95;207.600;3
"Paananen Minna / IP / Oulun vaalipiiri";92;173.000;3
"Kangas Antero / IP / Oulun vaalipiiri";74;148.286;3
"Kortelainen Veli-Pekka / IP / Oulun vaalipiiri";55;129.750;3
"Korhonen Erkki / IP / Oulun vaalipiiri";53;115.333;3
"Kontiokari Veera / Piraattip. / Oulun vaalipiiri";443;1614.000;3
"Kassinen Otso / Piraattip. / Oulun vaalipiiri";329;807.000;3
"Raitala Juuso / Piraattip. / Oulun vaalipiiri";313;538.000;3
"Ronkainen Jari / Piraattip. / Oulun vaalipiiri";155;403.500;3
"Pekkarinen Lauri / Piraattip. / Oulun vaalipiiri";129;322.800;3
"Kinnunen Hermanni / Piraattip. / Oulun vaalipiiri";92;269.000;3
"Autio Ari-Matti / Piraattip. / Oulun vaalipiiri";82;230.571;3
"Wallin Olli-Pekka / Piraattip. / Oulun vaalipiiri";71;201.750;3
"Ojala-Niemelä Johanna / SDP / Lapin vaalipiiri";6248;10943.000;1
"Tiitinen Pekka / SDP / Lapin vaalipiiri";1250;5471.500;2
"Jussila Janne / SDP / Lapin vaalipiiri";672;3647.667;3
"Näkkäläjärvi Mikkel / SDP / Lapin vaalipiiri";640;2735.750;3
"Olsen Janne / SDP / Lapin vaalipiiri";410;2188.600;3
"Liikkanen Antti / SDP / Lapin vaalipiiri";356;1823.833;3
"Hiltunen Seija / SDP / Lapin vaalipiiri";340;1563.286;3
"Mällinen Maria-Riitta / SDP / Lapin vaalipiiri";300;1367.875;3
"Lappalainen Timo / SDP / Lapin vaalipiiri";180;1215.889;3
"Rauhala Martti / SDP / Lapin vaalipiiri";163;1094.300;3
"Oinas Niina / SDP / Lapin vaalipiiri";142;994.818;3
"Sukuvaara Jani / SDP / Lapin vaalipiiri";94;911.917;3
"Lihtkivi Vahur / SDP / Lapin vaalipiiri";81;841.769;3
"Huhtamella Valtteri / SDP / Lapin vaalipiiri";67;781.643;3
"Mäntylä Hanna / PS / Lapin vaalipiiri";8072;17733.000;1
"Torvinen Matti / PS / Lapin vaalipiiri";2269;8866.500;2
"Juntunen Jarmo / PS / Lapin vaalipiiri";976;4433.250;3
"Törmä Markus / PS / Lapin vaalipiiri";783;3546.600;3
"Mariapori Liisa / PS / Lapin vaalipiiri";678;2955.500;3
"Tauriainen Harri / PS / Lapin vaalipiiri";674;2533.286;3
"Korpikoski Terho / PS / Lapin vaalipiiri";623;2216.625;3
"Södervall Ari / PS / Lapin vaalipiiri";607;1970.333;3
"Salonen Tarmo / PS / Lapin vaalipiiri";483;1773.300;3
"Nenonen Pirita / PS / Lapin vaalipiiri";483;1612.091;3
"Lampela Jouko / PS / Lapin vaalipiiri";426;1477.750;3
"Helin Liisa / PS / Lapin vaalipiiri";350;1364.077;3
"Hannola Jaana / PS / Lapin vaalipiiri";197;1266.643;3
"Aalto Pirkka / KD / Lapin vaalipiiri";1112;5911.000;3
"Autto Heikki / KOK / Lapin vaalipiiri";6262;10155.000;3
"Tuisku Sara / KOK / Lapin vaalipiiri";2211;5077.500;3
"Helske Kalle / KOK / Lapin vaalipiiri";297;3385.000;3
"Ojala Arto / KOK / Lapin vaalipiiri";237;2538.750;3
"Kuusisto Hille / KOK / Lapin vaalipiiri";191;2031.000;3
"Harju-Autti Leena / KOK / Lapin vaalipiiri";163;1692.500;3
"Lummi Raija / KOK / Lapin vaalipiiri";149;1450.714;3
"Hacklin Pekka / KOK / Lapin vaalipiiri";121;1269.375;3
"Katajamaa Marko / KOK / Lapin vaalipiiri";115;1128.333;3
"Nykänen Jari / KOK / Lapin vaalipiiri";111;1015.500;3
"Juntikka Tuomo / KOK / Lapin vaalipiiri";87;923.182;3
"Lämsä Anna-Liisa / KOK / Lapin vaalipiiri";82;846.250;3
"Holopainen Teija / KOK / Lapin vaalipiiri";65;781.154;3
"Toikka Eila / KOK / Lapin vaalipiiri";64;725.357;3
"Kulmuni Katri / KESK / Lapin vaalipiiri";9702;43293.000;1
"Väyrynen Paavo / KESK / Lapin vaalipiiri";6889;21646.500;1
"Maijala Eeva-Maria / KESK / Lapin vaalipiiri";5515;14431.000;1
"Lohi Markus / KESK / Lapin vaalipiiri";4793;10823.250;1
"Kärnä Mikko / KESK / Lapin vaalipiiri";3205;8658.600;2
"Ansala Liisa / KESK / Lapin vaalipiiri";3078;7215.500;3
"Rundgren Simo / KESK / Lapin vaalipiiri";2855;6184.714;3
"Seurujärvi Janne / KESK / Lapin vaalipiiri";2845;5411.625;3
"Viiri Heli / KESK / Lapin vaalipiiri";1637;4810.333;3
"Martimo Sauli / KESK / Lapin vaalipiiri";1125;4329.300;3
"Salmijärvi Petteri / KESK / Lapin vaalipiiri";548;3935.727;3
"Mäntyniemi Merja / KESK / Lapin vaalipiiri";448;3607.750;3
"Miettunen Anni / KESK / Lapin vaalipiiri";374;3330.231;3
"Kurula Timo / KESK / Lapin vaalipiiri";279;3092.357;3
"Mustajärvi Markus / VAS / Lapin vaalipiiri";5743;13827.000;1
"Moisanen Sari / VAS / Lapin vaalipiiri";4179;6913.500;2
"Yritys Inkeri / VAS / Lapin vaalipiiri";922;4609.000;3
"Varajärvi Marko / VAS / Lapin vaalipiiri";772;3456.750;3
"Ekorre-Nummikari Sari / VAS / Lapin vaalipiiri";392;2765.400;3
"Ahlakorpi Anni / VAS / Lapin vaalipiiri";372;2304.500;3
"Luotola Ville / VAS / Lapin vaalipiiri";304;1975.286;3
"Pikkarainen Juha / VAS / Lapin vaalipiiri";281;1728.375;3
"Puuronen Vesa / VAS / Lapin vaalipiiri";221;1536.333;3
"Pistokoski Eeva / VAS / Lapin vaalipiiri";203;1382.700;3
"Huhtala Jarmo / VAS / Lapin vaalipiiri";161;1257.000;3
"Tapio Tarja / VAS / Lapin vaalipiiri";145;1152.250;3
"Luukkonen Matti / VAS / Lapin vaalipiiri";82;1063.615;3
"Ikävalko Marianne / VAS / Lapin vaalipiiri";50;987.643;3
"Juuso Tuomas Aslak / RKP / Lapin vaalipiiri";211;470.000;3
"Gaup-Juuso Andte / RKP / Lapin vaalipiiri";194;235.000;3
"Rantanen Rhea / RKP / Lapin vaalipiiri";39;156.667;3
"Raumala Carina / RKP / Lapin vaalipiiri";26;117.500;3
"Juntunen Marianne / VIHR / Lapin vaalipiiri";664;2643.000;3
"Keränen Miikka / VIHR / Lapin vaalipiiri";487;1321.500;3
"Kuistio Jorma / VIHR / Lapin vaalipiiri";432;881.000;3
"Virtanen Liisa / VIHR / Lapin vaalipiiri";264;660.750;3
"Nyman Pekka / VIHR / Lapin vaalipiiri";149;528.600;3
"Hänninen Sari / VIHR / Lapin vaalipiiri";131;440.500;3
"Hietala Kalle / VIHR / Lapin vaalipiiri";125;377.571;3
"Lampela Jenni / VIHR / Lapin vaalipiiri";121;330.375;3
"Leinonen Petri / VIHR / Lapin vaalipiiri";96;293.667;3
"Muotka Katja / VIHR / Lapin vaalipiiri";84;264.300;3
"Korteniemi Tarja / VIHR / Lapin vaalipiiri";58;240.273;3
"Jentala Kai / VIHR / Lapin vaalipiiri";32;220.250;3
"Tuomala Kerstin / SKP / Lapin vaalipiiri";79;285.000;3
"Yliviuhkola Jukka / SKP / Lapin vaalipiiri";47;142.500;3
"Siirilä Tapio / SKP / Lapin vaalipiiri";47;95.000;3
"Ahlakorpi Arto / SKP / Lapin vaalipiiri";28;71.250;3
"Nyyssölä Jari / SKP / Lapin vaalipiiri";27;57.000;3
"Alajas Päivi / SKP / Lapin vaalipiiri";21;47.500;3
"Kulppi-Vartiainen Marja-Leena / SKP / Lapin vaalipiiri";14;40.714;3
"Hulden Lena / SKP / Lapin vaalipiiri";11;35.625;3
"Vartiainen Risto / SKP / Lapin vaalipiiri";11;31.667;3
"Nurmikumpu Kaarlo / KTP / Lapin vaalipiiri";21;39.000;3
"Suomalainen Heikki / KTP / Lapin vaalipiiri";18;19.500;3
"Kuru Tuukka / Muutos2011 / Lapin vaalipiiri";59;219.000;3
"Heikkuri Marko / Muutos2011 / Lapin vaalipiiri";54;109.500;3
"Mikkola Samuli / Muutos2011 / Lapin vaalipiiri";53;73.000;3
"Lehtonen Harri / Muutos2011 / Lapin vaalipiiri";39;54.750;3
"Harjula Oili / Muutos2011 / Lapin vaalipiiri";14;43.800;3
"Erkkilä Akseli / IP / Lapin vaalipiiri";92;446.000;3
"Paakki Jukka / IP / Lapin vaalipiiri";89;223.000;3
"Berg Roland / IP / Lapin vaalipiiri";64;148.667;3
"Sipola Jukka / IP / Lapin vaalipiiri";35;111.500;3
